date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-01-04T03:29:08.761086,Boris Johnson,4.0,1138501,,,,,,,,,,,,
2017-01-04T03:29:08.761086,Andrea Leadsom,,10974022,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,David Davis,4.0,1136032,1.01,,,,,,2.0,,,,,
2017-01-04T03:29:08.761086,Liam Fox,30.0,1136034,1.01,,,,,,2.0,,,,,
2017-01-04T03:29:08.761086,Priti Patel,,10393242,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,Jeremy Hunt,3.05,4519444,1.01,,,,,,2.0,,,,,
2017-01-04T03:29:08.761086,Amber Rudd,3.05,10570654,1.01,,,,,,2.0,,,,,
2017-01-04T03:29:08.761086,Michael Fallon,,10578604,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,Justine Greening,1.21,4519443,1.01,,,,,,9.4722,,,,,
2017-01-04T03:29:08.761086,Liz Truss,,9475671,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,Damian Green,,1139148,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,Sajid Javid,,8498834,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,James Brokenshire,,11476545,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,Karen Bradley,,11476546,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,Baroness Evans,,11476547,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,Philip Hammond,9.6,3844358,1.01,,,,,,7.14,,,,,
2017-01-04T03:29:08.761086,Chris Grayling,,3638311,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,Greg Clark,,4519423,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,Alun Cairns,,11476548,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,David Liddington,,11476549,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,Theresa May,,1136035,1.01,,,,,,9.9,,,,,
2017-01-04T03:29:08.761086,David Mundell,,11476550,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,Boris Johnson,4.0,1138501,,,,,,,,,,,,
2017-01-04T03:53:17.078013,Andrea Leadsom,,10974022,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,David Davis,4.0,1136032,1.01,,,,,,2.0,,,,,
2017-01-04T03:53:17.078013,Liam Fox,30.0,1136034,1.01,,,,,,2.0,,,,,
2017-01-04T03:53:17.078013,Priti Patel,,10393242,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,Jeremy Hunt,3.05,4519444,1.01,,,,,,2.0,,,,,
2017-01-04T03:53:17.078013,Amber Rudd,3.05,10570654,1.01,,,,,,2.0,,,,,
2017-01-04T03:53:17.078013,Michael Fallon,,10578604,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,Justine Greening,1.21,4519443,1.01,,,,,,9.4722,,,,,
2017-01-04T03:53:17.078013,Liz Truss,,9475671,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,Damian Green,,1139148,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,Sajid Javid,,8498834,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,James Brokenshire,,11476545,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,Karen Bradley,,11476546,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,Baroness Evans,,11476547,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,Philip Hammond,9.6,3844358,1.01,,,,,,7.14,,,,,
2017-01-04T03:53:17.078013,Chris Grayling,,3638311,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,Greg Clark,,4519423,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,Alun Cairns,,11476548,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,David Liddington,,11476549,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,Theresa May,,1136035,1.01,,,,,,9.9,,,,,
2017-01-04T03:53:17.078013,David Mundell,,11476550,1.01,,,,,,9.9,,,,,
2017-01-04T05:07:02.711734,Boris Johnson,4.0,1138501,,,,,,,,,,,,
2017-01-04T05:07:02.711734,Andrea Leadsom,,10974022,1.01,,,,,,9.90252465147909,,,,,
2017-01-04T05:07:02.711734,David Davis,4.0,1136032,1.01,,,,,,2.0005100306018364,,,,,
2017-01-04T05:07:02.711734,Liam Fox,30.0,1136034,1.01,,,,,,2.0005100306018364,,,,,
2017-01-04T05:07:02.711734,Priti Patel,,10393242,1.01,,,,,,9.90252465147909,,,,,
2017-01-04T05:07:02.711734,Jeremy Hunt,3.05,4519444,1.01,,,,,,2.0005100306018364,,,,,
2017-01-04T05:07:02.711734,Amber Rudd,3.05,10570654,1.01,,,,,,2.0005100306018364,,,,,
2017-01-04T05:07:02.711734,Michael Fallon,,10578604,1.01,,,,,,9.90252465147909,,,,,
2017-01-04T05:07:02.711734,Justine Greening,1.21,4519443,1.01,,,,,,9.475215708942537,,,,,
2017-01-04T05:07:02.711734,Liz Truss,,9475671,1.01,,,,,,9.90252465147909,,,,,
2017-01-04T05:07:02.711734,Damian Green,,1139148,1.01,,,,,,9.90252465147909,,,,,
2017-01-04T05:07:02.711734,Sajid Javid,,8498834,1.01,,,,,,9.90252465147909,,,,,
2017-01-04T05:07:02.711734,James Brokenshire,,11476545,1.01,,,,,,9.90252465147909,,,,,
2017-01-04T05:07:02.711734,Karen Bradley,,11476546,1.01,,,,,,9.90252465147909,,,,,
