date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-01-04T03:29:07.188422,Conservatives,1.89,1111889,1.89,1.88,1.86,,,,15.289299999999999,55.542199999999994,26.557096774193543,,,
2017-01-04T03:29:07.188422,Labour,2.74,1111884,2.7,2.68,2.62,,,,39.392199999999995,101.17988299999999,23.285080152671753,,,
2017-01-04T03:29:07.188422,UKIP,9.6,3614201,9.6,8.8,8.6,,,,65.982423,18.120920493939394,17.59793140930232,,,
2017-01-04T03:29:07.188422,Liberal Democrats,110.0,5191378,65.0,55.0,20.0,,,,18.476531,17.742883999999997,21.041185077124386,,,
2017-01-04T03:29:07.188422,Any Other,290.0,1167491,140.0,28.0,10.0,,,,14.607161999999999,14.148340267964857,25.98808568424616,,,
2017-01-04T03:29:07.188422,Green Party,1000.0,3614184,550.0,30.0,9.8,,,,13.266408000000002,15.731603208808087,26.139608206763125,,,
2017-01-04T03:53:15.570204,Conservatives,1.89,1111889,1.89,1.88,1.86,,,,15.289299999999999,55.542199999999994,26.557096774193543,,,
2017-01-04T03:53:15.570204,Labour,2.74,1111884,2.7,2.68,2.62,,,,39.392199999999995,101.17988299999999,23.285080152671753,,,
2017-01-04T03:53:15.570204,UKIP,9.6,3614201,9.6,8.8,8.6,,,,65.982423,18.120920493939394,17.59793140930232,,,
2017-01-04T03:53:15.570204,Liberal Democrats,110.0,5191378,65.0,55.0,20.0,,,,18.476531,17.742883999999997,21.041185077124386,,,
2017-01-04T03:53:15.570204,Any Other,290.0,1167491,140.0,28.0,10.0,,,,14.607161999999999,14.148340267964857,25.98808568424616,,,
2017-01-04T03:53:15.570204,Green Party,1000.0,3614184,550.0,30.0,9.8,,,,13.266408000000002,15.731603208808087,26.139608206763125,,,
