date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-01-04T03:28:53.308035,66.00 percent or more,1000.0,11408702,330.0,150.0,65.0,,,,12.925339,16.64276,24.710338901656243,,,
2017-01-04T03:28:53.308035,62.00 - 65.99 percent,750.0,11408703,260.0,150.0,65.0,,,,14.865904,12.4088,28.326953319838058,,,
2017-01-04T03:28:53.308035,58.00 - 61.99 percent,1.01,11408704,1.01,,,,,,179.41510300990095,,,,,
2017-01-04T03:28:53.308035,54.00 - 57.99 percent,70.0,11408705,60.0,50.0,17.5,,,,453.9745999999999,148.2893784180364,13.787924342857144,,,
2017-01-04T03:28:53.308035,50.00 - 53.99 percent,610.0,11408706,150.0,85.0,55.0,,,,14.101439000000001,17.094321129411767,14.505233333333333,,,
2017-01-04T03:28:53.308035,49.99 percent or less,1000.0,11408707,200.0,95.0,65.0,,,,13.701564999999995,17.40168505550239,12.484753846153843,,,
2017-01-04T03:53:02.729045,66.00 percent or more,1000.0,11408702,330.0,150.0,65.0,,,,12.925339,16.64276,24.710338901656243,,,
2017-01-04T03:53:02.729045,62.00 - 65.99 percent,750.0,11408703,260.0,150.0,65.0,,,,14.865904,12.4088,28.326953319838058,,,
2017-01-04T03:53:02.729045,58.00 - 61.99 percent,1.01,11408704,1.01,,,,,,179.41510300990095,,,,,
2017-01-04T03:53:02.729045,54.00 - 57.99 percent,70.0,11408705,60.0,50.0,17.5,,,,453.9745999999999,148.2893784180364,13.787924342857144,,,
2017-01-04T03:53:02.729045,50.00 - 53.99 percent,610.0,11408706,150.0,85.0,55.0,,,,14.101439000000001,17.094321129411767,14.505233333333333,,,
2017-01-04T03:53:02.729045,49.99 percent or less,1000.0,11408707,200.0,95.0,65.0,,,,13.701564999999995,17.40168505550239,12.484753846153843,,,
2017-01-04T05:06:49.377213,66.00 percent or more,1000.0,11408702,330.0,150.0,65.0,,,,12.931933,16.650485045902755,24.721333700833178,,,
2017-01-04T05:06:49.377213,62.00 - 65.99 percent,750.0,11408703,260.0,150.0,65.0,,,,14.873488000000002,12.414365045902755,28.339793173560462,,,
2017-01-04T05:06:49.377213,58.00 - 61.99 percent,1.01,11408704,1.01,,,1.02,1.03,1.04,179.50663354455446,,,7277.679510463109,2863.9507087378643,1547.8407762927318
2017-01-04T05:06:49.377213,54.00 - 57.99 percent,70.0,11408705,60.0,50.0,17.5,990.0,,,454.2062,148.35854506799285,13.794958400000002,8.727791409437925,,
2017-01-04T05:06:49.377213,50.00 - 53.99 percent,610.0,11408706,150.0,85.0,55.0,1000.0,,,14.108633000000003,17.100220372306133,14.512633333333335,4.9303729999999995,,
2017-01-04T05:06:49.377213,49.99 percent or less,1000.0,11408707,200.0,95.0,65.0,,,,13.708554999999999,17.40793068511378,12.491123076923078,,,
2017-01-04T11:03:02.811430,66.00 percent or more,1000.0,11408702,330.0,150.0,65.0,,,,12.916547000000001,16.630674831689902,24.691921049196264,,,
2017-01-04T11:03:02.811430,62.00 - 65.99 percent,750.0,11408703,260.0,150.0,65.0,,,,14.855792000000001,12.399594831689901,28.306075394650808,,,
