date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-01-07T00:42:53.319250,Keir Starmer,9.6,9493100,7.4,6.8,6.6,9.2,9.4,9.8,13.047540000000001,16.31234,12.429559999999999,31.482,23.32,45.15918
2017-01-07T00:42:53.319250,Clive Lewis,9.4,10275266,9.0,4.4,4.3,11.0,11.5,12.0,53.70595999999998,58.3,12.825999999999999,17.781499999999998,13.980340000000002,51.303999999999995
2017-01-07T00:42:53.319250,Dan Jarvis,16.0,8498836,15.5,13.5,11.0,19.0,23.0,28.0,11.92818,32.62467999999999,29.12668,12.138060000000001,35.13158,32.62468
2017-01-07T00:42:53.319250,John McDonnell,17.5,1527982,15.0,14.5,1.01,23.0,28.0,50.0,20.80144,23.308339999999998,139.34865999999997,18.63268,13.85208,16.31234
2017-01-07T00:42:53.319250,David Miliband,18.0,2601254,16.5,11.0,4.1,25.0,29.0,1000.0,18.749279999999995,13.980340000000002,19.810339999999997,18.50442,12.69774,9.328
2017-01-07T00:42:53.319250,Owen Smith,29.0,9469792,23.0,17.5,12.0,85.0,100.0,1000.0,13.54892,15.25128,13.980340000000002,17.17518,16.31234,5.83
2017-01-07T00:42:53.319250,Lisa Nandy,21.0,5859546,10.0,1.01,,24.0,29.0,46.0,60.62034,268.14502,,12.81434,14.015320000000001,54.79033999999999
2017-01-07T00:42:53.319250,Sadiq Khan,30.0,4722753,22.0,20.0,16.0,30.0,95.0,880.0,14.306819999999998,13.980340000000002,18.69098,96.74301999999997,18.64434,12.81434
2017-01-07T00:42:53.319250,Tom Watson,23.0,9645423,16.0,13.5,12.0,26.0,32.0,34.0,22.2123,11.986480000000002,45.46234,20.4633,21.89748,38.477999999999994
2017-01-07T00:42:53.319250,Emily Thornberry,29.0,11148981,16.5,16.0,13.0,60.0,290.0,300.0,12.149719999999997,11.66,19.810339999999997,13.945359999999999,25.640339999999995,11.66
2017-01-07T00:42:53.319250,Angela Rayner,65.0,11811130,60.0,26.0,15.0,290.0,300.0,1000.0,12.470679999999998,13.980340000000002,13.980340000000002,12.919279999999999,12.825999999999999,7.00766
2017-01-07T00:42:53.319250,Yvette Cooper,48.0,1288344,30.0,29.0,25.0,70.0,210.0,1000.0,19.623779999999996,22.14234,37.30034,16.28902,12.02146,5.83
2017-01-07T00:42:53.319250,Stephen Kinnock,50.0,10275264,30.0,1.01,,180.0,1000.0,,32.62468,133.35542,,17.45502,10.377399999999998,
2017-01-07T00:42:53.319250,Hilary Benn,46.0,1140616,28.0,25.0,1.01,48.0,100.0,1000.0,17.15186,13.980340000000002,127.07068,13.968679999999999,16.88368,4.664
2017-01-07T00:42:53.319250,Rachel Reeves,200.0,5859542,34.0,1.01,,1000.0,,,56.21286,131.72302,,11.986480000000002,,
2017-01-07T00:42:53.319250,Ed Balls,38.0,1140618,27.0,22.0,20.0,110.0,180.0,790.0,12.791019999999998,13.980340000000002,13.980340000000002,18.64434,14.609979999999998,11.88154
2017-01-07T00:42:53.319250,Chuka Umunna,40.0,4758164,26.0,1.01,,60.0,1000.0,,14.88982,137.5297,,11.99814,10.482339999999999,
2017-01-07T00:42:53.319250,Richard Burgon,110.0,11478024,44.0,22.0,1.01,890.0,1000.0,,12.394579999999998,54.77868,142.34528,13.595559999999999,16.31234,
2017-01-07T00:42:53.319250,Stella Creasy,200.0,9343965,55.0,30.0,21.0,1000.0,,,12.074240000000001,16.30068,13.980340000000002,14.85484,,
2017-01-07T00:42:53.319250,Andy Burnham,55.0,2601290,55.0,24.0,21.0,580.0,1000.0,,22.06072,11.846559999999997,13.968679999999999,17.45502,7.030979999999999,
2017-01-07T00:42:53.319250,Heidi Alexander,190.0,10386952,55.0,1.01,,890.0,1000.0,,13.679200000000002,126.02127999999999,,13.991999999999997,7.00766,
2017-01-07T00:42:53.319250,Caroline Flint,300.0,1382302,60.0,1.01,,1000.0,,,13.24264,134.05501999999998,,11.66,,
2017-01-07T00:42:53.319250,Alan Johnson,65.0,1143956,80.0,7.0,1.01,1000.0,,,13.61422,13.105839999999999,129.40268,16.21906,,
2017-01-07T00:42:53.319250,Maria Eagle,260.0,10386966,80.0,40.0,1.01,1000.0,,,18.91256,15.519459999999999,127.07068,2.3436599999999994,,
2017-01-07T00:42:53.319250,Diane Abbott,130.0,1382293,85.0,30.0,21.0,970.0,1000.0,,16.30068,21.116259999999997,13.980340000000002,18.154619999999998,4.664,
2017-01-07T00:42:53.319250,Mary Creagh,600.0,9483638,95.0,7.0,1.01,1000.0,,,11.873020000000002,25.011319999999998,127.07068,12.604459999999996,,
2017-01-07T00:42:53.319250,Angela Eagle,140.0,9472712,80.0,1.01,,1000.0,,,14.869939999999996,127.07068,,10.482339999999999,,
2017-01-07T00:42:53.319250,Liz Kendall,1000.0,9199693,130.0,7.0,1.01,1000.0,,,12.89902,21.536019999999997,129.39102,9.12978,,
2017-01-07T00:42:53.319250,Nia Griffith,240.0,10386956,110.0,100.0,7.0,1000.0,,,13.679020000000001,59.465999999999994,18.434459999999998,11.683319999999998,,
2017-01-07T00:42:53.319250,Jon Trickett,1000.0,10386965,55.0,1.01,,1000.0,,,12.41312,130.54536,,2.60018,,
2017-01-07T00:42:53.319250,Gisela Stuart,200.0,11353259,100.0,21.0,1.01,1000.0,,,20.999659999999995,21.594319999999996,129.39102,2.9149999999999987,,
2017-01-07T00:42:53.319250,Harriet Harman,870.0,1382303,120.0,1.01,,1000.0,,,13.980340000000002,127.07068,,10.389059999999999,,
2017-01-07T00:42:53.319250,Jess Phillips,280.0,11148999,130.0,75.0,7.0,1000.0,,,13.303019999999998,17.72934,17.58328,9.40962,,
2017-01-07T00:42:53.319250,Rebecca Long-Bailey,250.0,11855680,120.0,80.0,1.01,1000.0,,,16.85068,84.31345999999999,138.29926,11.88154,,
2017-01-07T00:42:53.319250,Jamie Reed,990.0,9479837,130.0,1.01,,,,,13.39912,135.11056,,,,
2017-01-07T00:42:53.319250,Lilian Greenwood,1000.0,10379358,190.0,120.0,1.01,1000.0,,,12.782919999999997,12.78034,133.3321,2.3669799999999994,,
2017-01-07T00:42:53.319250,Jonathan Ashworth,250.0,10386953,140.0,7.0,1.01,1000.0,,,12.62602,28.077279999999995,131.72302,2.3902999999999994,,
2017-01-07T00:42:53.319250,Angela Smith,830.0,10386964,140.0,110.0,1.01,1000.0,,,13.027359999999998,13.864979999999997,129.40268,2.3786399999999994,,
2017-01-07T00:42:53.319250,Cat Smith,180.0,11724089,130.0,1.01,,1000.0,,,29.126679999999993,134.27656,,11.66,,
2017-01-07T00:42:53.319250,Gloria de Piero,730.0,9469793,210.0,1.01,,1000.0,,,12.203319999999998,134.16622,,2.3553199999999994,,
2017-01-07T00:42:53.319250,Lucy Powell,540.0,10275269,220.0,1.01,,1000.0,,,13.89394,133.10515999999998,,2.3436599999999994,,
2017-01-07T00:42:53.319250,Emma Reynolds,460.0,11148998,160.0,60.0,1.01,1000.0,,,13.587159999999999,27.132819999999995,122.43,2.46026,,
2017-01-07T00:42:53.319250,Lousie Haigh,430.0,11149002,150.0,1.01,,1000.0,,,13.50702,135.57082,,2.3436599999999994,,
2017-01-07T00:42:53.319250,Luciana Berger,770.0,10275268,190.0,1.01,,1000.0,,,11.96178,140.9297,,2.3902999999999994,,
2017-01-07T00:42:53.319250,Jonathan Reynolds,170.0,11149001,150.0,11.0,1.01,1000.0,,,12.09818,79.5795,127.07068,2.3902999999999994,,
2017-01-07T00:42:53.319250,Tristram Hunt,220.0,7853053,190.0,1.01,,1000.0,,,13.30406,129.8341,,10.36574,,
2017-01-07T00:42:53.319250,Chris Bryant,260.0,10386960,210.0,1.01,,1000.0,,,11.670319999999998,138.38088,,2.3436599999999994,,
2017-01-07T00:42:53.319250,Margaret Hodge,1000.0,8893656,190.0,140.0,40.0,1000.0,,,13.848659999999997,12.289639999999999,45.858779999999996,2.9266599999999996,,
2017-01-07T00:42:53.319250,John Woodcock,1000.0,10275267,180.0,1.01,,1000.0,,,16.980639999999998,127.07068,,2.0521599999999998,,
2017-01-07T00:42:53.319250,Neil Coyle,1000.0,11149007,190.0,1.01,,1000.0,,,11.800679999999998,137.79788,,2.0288399999999998,,
2017-01-07T00:42:53.319250,Kate Green,1000.0,10386962,210.0,95.0,1.01,1000.0,,,12.136719999999999,14.14984,122.43,2.3436599999999994,,
2017-01-07T00:42:53.319250,Shabana Mahmood,1000.0,11149000,200.0,100.0,1.01,1000.0,,,11.99668,11.986480000000002,129.39102,2.9149999999999987,,
2017-01-07T00:42:53.319250,Dawn Butler,1000.0,3915664,200.0,1.01,,,,,13.089319999999997,137.75124,,,,
2017-01-07T00:42:53.319250,David Lammy,870.0,1382294,220.0,200.0,1.01,1000.0,,,12.048340000000001,14.26018,131.88626,15.053059999999995,,
2017-01-07T00:42:53.319250,Rachael Maskell,950.0,11855679,210.0,200.0,7.0,1000.0,,,14.782680000000001,31.470339999999997,25.173939999999998,2.3436599999999994,,
2017-01-07T00:42:53.319250,Rosie Winterton,1000.0,10386967,220.0,200.0,1.01,1000.0,,,12.914079999999998,13.991999999999997,134.14278,2.2620399999999994,,
2017-01-07T00:42:53.319250,Andy McDonald,1000.0,11855682,220.0,210.0,7.0,1000.0,,,12.19068,17.49,26.24666,2.0754799999999998,,
2017-01-07T00:42:53.319250,John Healey,1000.0,1370435,220.0,1.01,,1000.0,,,12.2249,128.42324,,2.9149999999999987,,
2017-01-07T00:42:53.319250,Vernon Coaker,880.0,10386968,230.0,150.0,1.01,1000.0,,,11.96012,14.723400000000002,129.40268,2.4019599999999994,,
2017-01-07T00:42:53.319250,Karl Turner,1000.0,10709208,220.0,1.01,,,,,12.652439999999999,135.1394,,,,
2017-01-07T00:42:53.319250,Jim McMahon,1000.0,11149005,220.0,160.0,1.01,1000.0,,,13.616999999999997,11.806680000000002,127.33886000000001,11.648339999999997,,
2017-01-07T00:42:53.319250,Kate Osamor,980.0,11855681,230.0,220.0,100.0,1000.0,,,13.480340000000002,25.651999999999997,71.3009,6.7861199999999995,,
2017-01-07T00:42:53.319250,Catherine McKinnell,1000.0,10386963,240.0,1.01,,1000.0,,,12.961019999999998,131.90958,,2.0171799999999998,,
2017-01-07T00:42:53.319250,Alan Campbell,1000.0,11149004,240.0,1.01,,1000.0,,,12.961019999999998,131.90958,,2.0404999999999998,,
2017-01-07T00:42:53.319250,Kate Hoey,1000.0,3907756,240.0,1.01,,1000.0,,,13.061020000000001,134.22992,,2.9149999999999987,,
2017-01-07T00:42:53.319250,Rushanara Ali,1000.0,6908688,280.0,1.01,,,,,11.9755,138.0989,,,,
2017-01-07T00:42:53.319250,Ian Murray,1000.0,10386959,340.0,1.01,,1000.0,,,12.49036,137.38425999999998,,2.3436599999999994,,
2017-01-07T00:42:53.319250,Seema Malhotra,1000.0,10386961,220.0,1.01,,1000.0,,,13.841059999999997,135.77856,,2.576859999999999,,
2017-01-07T00:42:53.319250,Matthew Pennycook,1000.0,10275270,260.0,1.01,,1000.0,,,14.83576,135.89792,,7.00766,,
2017-01-07T00:42:53.319250,Meg Hillier,1000.0,10275271,290.0,170.0,1.01,1000.0,,,12.696720000000001,12.1709,134.05501999999998,2.0754799999999998,,
2017-01-07T00:42:53.319250,Kerry McCarthy,1000.0,10386954,270.0,1.01,,,,,12.477019999999998,130.59199999999998,,,,
2017-01-07T00:42:53.319250,Michael Dugher,1000.0,5859541,340.0,1.01,,1000.0,,,13.429559999999999,138.41923999999997,,2.3436599999999994,,
2017-01-07T00:42:53.319250,Wes Streeting,1000.0,11149003,270.0,1.01,,,,,13.327580000000001,124.75033999999998,,,,
2017-01-07T00:42:53.319250,Douglas Alexander,1000.0,1366848,350.0,1.01,,,,,17.32732,136.02893999999998,,,,
2017-01-07T00:42:53.319250,Chris Leslie,1000.0,10275265,200.0,1.01,,1000.0,,,12.597719999999999,127.66534,,2.35532,,
2017-01-07T00:42:53.319250,Debbie Abrahams,220.0,11855683,7.2,7.0,1.01,1000.0,,,12.77126,18.073,127.07068,2.3436599999999994,,
2017-01-07T00:42:53.319250,Simon Danczuk,1000.0,11149006,1000.0,20.0,1.01,,,,12.53116,116.6,125.90468000000001,,,
2017-01-07T19:23:05.738374,Keir Starmer,7.4,9493100,7.0,6.6,6.4,9.4,9.8,13.0,11.85822,21.757559999999998,13.980340000000002,51.303999999999995,45.15918,16.89534
2017-01-07T19:23:05.738374,Clive Lewis,9.4,10275266,9.2,9.0,4.4,11.0,11.5,12.0,13.129159999999999,45.24079999999999,58.3,17.781499999999998,13.980340000000002,51.303999999999995
2017-01-07T19:23:05.738374,Dan Jarvis,16.5,8498836,16.0,15.5,13.5,19.5,23.0,28.0,11.92818,17.47834,32.62467999999999,17.46668,29.138339999999992,32.62468
2017-01-07T19:23:05.738374,John McDonnell,17.5,1527982,15.0,14.5,1.01,24.0,29.0,50.0,20.80144,23.308339999999998,139.34865999999997,21.302819999999997,13.51394,13.980340000000002
2017-01-07T19:23:05.738374,David Miliband,23.0,2601254,16.5,11.0,4.1,25.0,29.0,1000.0,18.749279999999995,13.980340000000002,19.810339999999997,17.33842,12.69774,9.328
2017-01-07T19:23:05.738374,Owen Smith,29.0,9469792,25.0,20.0,12.0,85.0,100.0,1000.0,37.312,18.201259999999998,17.58328,17.17518,16.31234,5.83
2017-01-07T19:23:05.738374,Lisa Nandy,14.0,5859546,14.0,10.0,1.01,22.0,28.0,46.0,23.296679999999995,62.94067999999999,127.07068,13.991999999999997,12.56948,58.55651999999999
2017-01-07T19:23:05.738374,Sadiq Khan,30.0,4722753,22.0,20.0,16.0,30.0,95.0,880.0,21.302819999999997,13.980340000000002,18.69098,96.74301999999997,18.64434,12.81434
2017-01-07T19:23:05.738374,Tom Watson,23.0,9645423,17.0,13.5,12.0,26.0,32.0,34.0,12.80268,11.986480000000002,45.46234,20.4633,21.89748,38.477999999999994
2017-01-07T19:23:05.738374,Emily Thornberry,29.0,11148981,16.5,16.0,13.0,60.0,290.0,300.0,12.149719999999997,11.66,19.810339999999997,13.945359999999999,25.640339999999995,11.66
2017-01-07T19:23:05.738374,Angela Rayner,70.0,11811130,60.0,26.0,15.0,290.0,300.0,1000.0,12.460679999999998,13.980340000000002,13.980340000000002,12.919279999999999,12.825999999999999,7.00766
2017-01-07T19:23:05.738374,Yvette Cooper,48.0,1288344,30.0,29.0,25.0,70.0,210.0,1000.0,19.623779999999996,22.14234,37.30034,16.28902,12.02146,5.83
2017-01-07T19:23:05.738374,Stephen Kinnock,50.0,10275264,30.0,1.01,,180.0,1000.0,,32.62468,133.35542,,17.45502,10.377399999999998,
2017-01-07T19:23:05.738374,Hilary Benn,46.0,1140616,28.0,25.0,1.01,48.0,100.0,1000.0,17.15186,13.980340000000002,127.07068,13.968679999999999,16.88368,4.664
2017-01-07T19:23:05.738374,Rachel Reeves,200.0,5859542,34.0,1.01,,1000.0,,,56.29448,131.72302,,11.986480000000002,,
2017-01-07T19:23:05.738374,Ed Balls,38.0,1140618,27.0,22.0,20.0,110.0,180.0,790.0,12.791019999999998,13.980340000000002,13.980340000000002,18.64434,14.609979999999998,11.88154
2017-01-07T19:23:05.738374,Chuka Umunna,40.0,4758164,28.0,1.01,,60.0,1000.0,,13.73548,144.51404,,11.99814,10.482339999999999,
2017-01-07T19:23:05.738374,Richard Burgon,110.0,11478024,44.0,22.0,1.01,890.0,1000.0,,12.394579999999998,54.77868,142.34528,13.595559999999999,16.31234,
