date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-01-04T03:29:21.440891,Rex Tillerson,1.08,12193393,1.08,1.05,1.01,,,,682.1379999999999,1121.45,1176.1,,,
2017-01-04T03:29:21.440891,Mitt Romney,180.0,1171597,27.0,26.0,1.21,,,,18.8176,200.0,131.1627886228186,,,
2017-01-04T03:29:21.440891,John Bolton,60.0,12193391,23.0,4.5,,,,,202.3522,15.873861699404017,,,,
2017-01-04T03:29:21.440891,Jon Huntsman,140.0,3492234,17.0,4.0,,,,,16.8705,17.132288699404018,,,,
2017-01-04T03:29:21.440891,Bob Corker,70.0,11162892,36.0,2.02,,,,,50.092200000000005,2.3522,,,,
2017-01-04T03:29:21.440891,Dana Rohrabacher,150.0,12193392,50.0,8.0,,,,,66.2222,9.158296751256728,,,,
2017-01-04T03:29:21.440891,David Petraeus,200.0,4000758,120.0,5.5,,,,,20.42,8.267983,,,,
2017-01-04T03:29:21.440891,Rudy Giuliani,180.0,4353420,180.0,5.5,,,,,35.31,8.267983,,,,
2017-01-04T03:53:28.337498,Rex Tillerson,1.08,12193393,1.08,1.05,1.01,,,,682.1379999999999,1121.45,1176.1,,,
2017-01-04T03:53:28.337498,Mitt Romney,180.0,1171597,27.0,26.0,1.21,,,,18.8176,200.0,131.1627886228186,,,
2017-01-04T03:53:28.337498,John Bolton,60.0,12193391,23.0,4.5,,,,,202.3522,15.873861699404017,,,,
2017-01-04T03:53:28.337498,Jon Huntsman,140.0,3492234,17.0,4.0,,,,,16.8705,17.132288699404018,,,,
2017-01-04T03:53:28.337498,Bob Corker,70.0,11162892,36.0,2.02,,,,,50.092200000000005,2.3522,,,,
2017-01-04T03:53:28.337498,Dana Rohrabacher,150.0,12193392,50.0,8.0,,,,,66.2222,9.158296751256728,,,,
2017-01-04T03:53:28.337498,David Petraeus,200.0,4000758,120.0,5.5,,,,,20.42,8.267983,,,,
2017-01-04T03:53:28.337498,Rudy Giuliani,180.0,4353420,180.0,5.5,,,,,35.31,8.267983,,,,
