date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-03-15T23:03:42.296068,Ahn Hee-jung,,12708419,,,,,,,,,,,,
2017-03-15T23:03:42.296068,Choi Sung,,12708420,1.01,,,,,,391.76099999999997,,,,,
2017-03-15T23:03:42.296068,Lee Jae-myung,,12708421,,,,,,,,,,,,
2017-03-15T23:03:42.296068,Nam Kyung-pil,,12708423,,,,,,,,,,,,
2017-03-15T23:03:42.296068,Yoo Seong-min,,12708427,,,,,,,,,,,,
2017-03-15T23:03:42.296068,Sim Sang-jung,,12708428,,,,,,,,,,,,
2017-03-15T23:03:42.296068,Moon Jae-in,,12708507,,,,,,,,,,,,
2017-03-15T23:03:42.296068,Ahn Cheol-soo,,12708508,,,,,,,,,,,,
2017-03-15T23:03:42.296068,Lee In-je,,12708530,,,,,,,,,,,,
2017-03-16T11:03:42.251574,Ahn Hee-jung,,12708419,,,,,,,,,,,,
2017-03-16T11:03:42.251574,Choi Sung,,12708420,1.01,,,,,,390.8376,,,,,
2017-03-16T11:03:42.251574,Lee Jae-myung,,12708421,,,,,,,,,,,,
2017-03-16T11:03:42.251574,Nam Kyung-pil,,12708423,,,,,,,,,,,,
2017-03-16T11:03:42.251574,Yoo Seong-min,,12708427,,,,,,,,,,,,
2017-03-16T11:03:42.251574,Sim Sang-jung,,12708428,,,,,,,,,,,,
2017-03-16T11:03:42.251574,Moon Jae-in,,12708507,,,,,,,,,,,,
2017-03-16T11:03:42.251574,Ahn Cheol-soo,,12708508,,,,,,,,,,,,
2017-03-16T11:03:42.251574,Lee In-je,,12708530,,,,,,,,,,,,
2017-03-16T23:03:31.467589,Ahn Hee-jung,,12708419,1.1,,,,,,9.997385165170401,,,,,
2017-03-16T23:03:31.467589,Choi Sung,,12708420,1.01,,,,,,402.2713851651704,,,,,
2017-03-16T23:03:31.467589,Lee Jae-myung,,12708421,1.1,,,,,,9.997385165170401,,,,,
2017-03-16T23:03:31.467589,Nam Kyung-pil,,12708423,1.1,,,,,,9.997385165170401,,,,,
2017-03-16T23:03:31.467589,Yoo Seong-min,,12708427,1.1,,,,,,9.997385165170401,,,,,
2017-03-16T23:03:31.467589,Sim Sang-jung,,12708428,1.1,,,,,,9.997385165170401,,,,,
2017-03-16T23:03:31.467589,Moon Jae-in,,12708507,1.01,,,,,,9.997385165170401,,,,,
2017-03-16T23:03:31.467589,Ahn Cheol-soo,,12708508,1.1,,,,,,9.997385165170401,,,,,
2017-03-16T23:03:31.467589,Lee In-je,,12708530,1.1,,,,,,9.997385165170401,,,,,
2017-03-17T11:03:32.632496,Ahn Hee-jung,,12708419,1.1,,,,,,10.001739281676667,,,,,
2017-03-17T11:03:32.632496,Choi Sung,,12708420,1.01,,,,,,403.33593928167664,,,,,
2017-03-17T11:03:32.632496,Lee Jae-myung,,12708421,1.1,,,,,,10.001739281676667,,,,,
2017-03-17T11:03:32.632496,Nam Kyung-pil,,12708423,1.1,,,,,,10.001739281676667,,,,,
2017-03-17T11:03:32.632496,Yoo Seong-min,,12708427,1.1,,,,,,10.001739281676667,,,,,
2017-03-17T11:03:32.632496,Sim Sang-jung,,12708428,1.1,,,,,,10.001739281676667,,,,,
2017-03-17T11:03:32.632496,Moon Jae-in,,12708507,1.01,,,,,,10.001739281676667,,,,,
2017-03-17T11:03:32.632496,Ahn Cheol-soo,,12708508,1.1,,,,,,10.001739281676667,,,,,
2017-03-17T11:03:32.632496,Lee In-je,,12708530,1.1,,,,,,10.001739281676667,,,,,
2017-03-17T23:03:31.643829,Ahn Hee-jung,,12708419,1.1,,,,,,10.012142237640937,,,,,
2017-03-17T23:03:31.643829,Choi Sung,,12708420,1.01,,,,,,404.816942237641,,,,,
2017-03-17T23:03:31.643829,Lee Jae-myung,,12708421,1.1,,,,,,10.012142237640937,,,,,
2017-03-17T23:03:31.643829,Nam Kyung-pil,,12708423,1.1,,,,,,10.012142237640937,,,,,
2017-03-17T23:03:31.643829,Yoo Seong-min,,12708427,1.1,,,,,,10.012142237640937,,,,,
2017-03-17T23:03:31.643829,Sim Sang-jung,,12708428,1.1,,,,,,10.012142237640937,,,,,
2017-03-17T23:03:31.643829,Moon Jae-in,,12708507,1.01,,,,,,10.012142237640937,,,,,
2017-03-17T23:03:31.643829,Ahn Cheol-soo,,12708508,1.1,,,,,,10.012142237640937,,,,,
2017-03-17T23:03:31.643829,Lee In-je,,12708530,1.1,,,,,,10.012142237640937,,,,,
2017-03-18T11:03:31.488769,Ahn Hee-jung,,12708419,1.11,1.1,,,,,14.352853412905633,10.0,,,,
2017-03-18T11:03:31.488769,Choi Sung,,12708420,1.12,1.01,,,,,14.352853412905633,404.80480000000006,,,,
2017-03-18T11:03:31.488769,Lee Jae-myung,,12708421,1.11,1.1,,,,,14.352853412905633,10.0,,,,
2017-03-18T11:03:31.488769,Nam Kyung-pil,,12708423,1.12,1.1,,,,,14.352853412905633,10.0,,,,
2017-03-18T11:03:31.488769,Yoo Seong-min,,12708427,1.22,1.1,,,,,14.352853412905633,10.0,,,,
2017-03-18T11:03:31.488769,Sim Sang-jung,,12708428,1.12,1.1,,,,,14.352853412905633,10.0,,,,
2017-03-18T11:03:31.488769,Moon Jae-in,,12708507,1.02,1.01,,,,,71.76426706452816,10.0,,,,
2017-03-18T11:03:31.488769,Ahn Cheol-soo,,12708508,1.12,1.1,,,,,14.352853412905633,10.0,,,,
2017-03-18T11:03:31.488769,Lee In-je,,12708530,1.12,1.1,,,,,14.352853412905633,10.0,,,,
2017-03-18T23:03:36.443174,Ahn Hee-jung,,12708419,1.11,1.1,,,,,14.348420790848046,10.00086670133472,,,,
2017-03-18T23:03:36.443174,Choi Sung,,12708420,1.12,1.01,,,,,14.348420790848046,404.6346667013347,,,,
2017-03-18T23:03:36.443174,Lee Jae-myung,,12708421,1.11,1.1,,,,,14.348420790848046,10.00086670133472,,,,
2017-03-18T23:03:36.443174,Nam Kyung-pil,,12708423,1.12,1.1,,,,,14.348420790848046,10.00086670133472,,,,
2017-03-18T23:03:36.443174,Yoo Seong-min,,12708427,1.22,1.1,,,,,14.348420790848046,10.00086670133472,,,,
2017-03-18T23:03:36.443174,Sim Sang-jung,,12708428,1.12,1.1,,,,,14.348420790848046,10.00086670133472,,,,
2017-03-18T23:03:36.443174,Moon Jae-in,,12708507,1.02,1.01,,3.15,,,71.74210395424024,10.00086670133472,,7.174210395424023,,
2017-03-18T23:03:36.443174,Ahn Cheol-soo,,12708508,1.12,1.1,,,,,14.348420790848046,10.00086670133472,,,,
2017-03-18T23:03:36.443174,Lee In-je,,12708530,1.12,1.1,,,,,14.348420790848046,10.00086670133472,,,,
2017-03-19T11:03:40.060706,Ahn Hee-jung,,12708419,1.11,1.1,,,,,14.327931955050596,9.999999999999998,,,,
2017-03-19T11:03:40.060706,Choi Sung,,12708420,1.12,1.01,,,,,14.327931955050596,404.63379999999995,,,,
2017-03-19T11:03:40.060706,Lee Jae-myung,,12708421,1.11,1.1,,,,,14.327931955050596,9.999999999999998,,,,
2017-03-19T11:03:40.060706,Nam Kyung-pil,,12708423,1.12,1.1,,,,,14.327931955050596,9.999999999999998,,,,
2017-03-19T11:03:40.060706,Yoo Seong-min,,12708427,1.22,1.1,,,,,14.327931955050596,9.999999999999998,,,,
2017-03-19T11:03:40.060706,Sim Sang-jung,,12708428,1.12,1.1,,,,,14.327931955050596,9.999999999999998,,,,
2017-03-19T11:03:40.060706,Moon Jae-in,,12708507,1.02,1.01,,3.15,,,71.639659775253,9.999999999999998,,7.163965977525298,,
2017-03-19T11:03:40.060706,Ahn Cheol-soo,,12708508,1.12,1.1,,,,,14.327931955050596,9.999999999999998,,,,
2017-03-19T11:03:40.060706,Lee In-je,,12708530,1.12,1.1,,,,,14.327931955050596,9.999999999999998,,,,
2017-03-19T23:03:31.695120,Ahn Hee-jung,,12708419,1.11,1.1,,,,,20.252755646184788,9.99739921976593,,,,
2017-03-19T23:03:31.695120,Choi Sung,,12708420,1.12,1.01,,,,,20.252755646184788,404.3917992197659,,,,
2017-03-19T23:03:31.695120,Lee Jae-myung,,12708421,1.11,1.1,,,,,20.252755646184788,9.99739921976593,,,,
2017-03-19T23:03:31.695120,Nam Kyung-pil,,12708423,1.12,1.1,,,,,20.252755646184788,9.99739921976593,,,,
2017-03-19T23:03:31.695120,Yoo Seong-min,,12708427,1.22,1.1,,,,,20.252755646184788,9.99739921976593,,,,
2017-03-19T23:03:31.695120,Sim Sang-jung,,12708428,1.12,1.1,,,,,20.252755646184788,9.99739921976593,,,,
2017-03-19T23:03:31.695120,Moon Jae-in,,12708507,1.03,1.02,1.01,3.15,,,13.8384,71.68075584286424,9.99739921976593,7.1680755842864246,,
2017-03-19T23:03:31.695120,Ahn Cheol-soo,,12708508,1.12,1.1,,,,,20.252755646184788,9.99739921976593,,,,
2017-03-19T23:03:31.695120,Lee In-je,,12708530,1.12,1.1,,,,,20.252755646184788,9.99739921976593,,,,
2017-03-20T11:03:31.559765,Ahn Hee-jung,,12708419,1.11,1.1,,,,,20.278819652714507,10.001733102253034,,,,
2017-03-20T11:03:31.559765,Choi Sung,,12708420,1.12,1.01,,,,,20.278819652714507,404.7381331022531,,,,
2017-03-20T11:03:31.559765,Lee Jae-myung,,12708421,1.11,1.1,,,,,20.278819652714507,10.001733102253034,,,,
2017-03-20T11:03:31.559765,Nam Kyung-pil,,12708423,1.12,1.1,,,,,20.278819652714507,10.001733102253034,,,,
2017-03-20T11:03:31.559765,Yoo Seong-min,,12708427,1.22,1.1,,,,,20.278819652714507,10.001733102253034,,,,
2017-03-20T11:03:31.559765,Sim Sang-jung,,12708428,1.12,1.1,,,,,20.278819652714507,10.001733102253034,,,,
2017-03-20T11:03:31.559765,Moon Jae-in,,12708507,1.03,1.02,1.01,3.15,,,13.8504,71.79646678278179,10.001733102253034,7.1796466782781785,,
2017-03-20T11:03:31.559765,Ahn Cheol-soo,,12708508,1.12,1.1,,,,,20.278819652714507,10.001733102253034,,,,
2017-03-20T11:03:31.559765,Lee In-je,,12708530,1.12,1.1,,,,,20.278819652714507,10.001733102253034,,,,
