date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-01-26T23:03:04.371797,Labour/UKIP,,9240571,3.2,3.0,1.78,12.0,1000.0,,23.582000000000004,11.791000000000002,39.74494382022473,29.4775,2.3582,
2017-01-26T23:03:04.371797,Conservatives/UKIP,2.0,12424909,2.0,1.8,1.4,3.5,20.0,,21.2238,117.91,23.582000000000004,117.91,3.5373,
2017-01-26T23:03:04.371797,UKIP/UKIP,,12424908,3.5,3.0,2.08,1000.0,,,68.3878,11.791000000000002,34.0125,2.3582,,
2017-01-26T23:03:04.371797,Conservatives/Labour,,12424902,2.2,1.89,1.63,20.0,,,23.582000000000004,193.05423015873018,36.16871165644172,3.5373,,
2017-01-26T23:03:04.371797,Labour/Labour,,12424901,2.5,1.73,1.59,10.0,1000.0,,23.582000000000004,46.78914161849711,177.977358490566,58.955,2.3582,
2017-01-26T23:03:04.371797,UKIP/Labour,,12424903,2.08,1.89,1.63,1000.0,,,39.908,149.72698412698415,36.16871165644172,2.3582,,
2017-01-26T23:03:04.371797,Any Other,,1167491,2.2,2.08,1.89,990.0,1000.0,,23.582000000000004,34.0125,155.62248412698415,12.9701,2.3582,
2017-01-27T11:03:04.384361,Conservatives/UKIP,2.0,12424909,2.06,2.02,1.42,3.5,20.0,,21.105,25.795,247.71126760563385,125.45750000000002,3.5175,
2017-01-27T11:03:04.384361,Labour/UKIP,,9240571,3.2,3.0,2.12,12.0,1000.0,,23.450000000000003,11.725000000000001,12.195106132075473,29.312500000000004,2.345,
2017-01-27T11:03:04.384361,UKIP/UKIP,,12424908,6.0,5.0,3.0,1000.0,,,23.450000000000003,243.88000000000002,11.725000000000001,2.345,,
2017-01-27T11:03:04.384361,Conservatives/Labour,,12424902,2.2,2.0,1.89,9.0,20.0,,23.450000000000003,12.926812500000004,178.29444444444448,58.62500000000001,3.5175,
2017-01-27T11:03:04.384361,Labour/Labour,,12424901,2.6,2.52,2.06,10.0,1000.0,,23.450000000000003,293.125,18.412803398058255,58.62500000000001,2.345,
2017-01-27T11:03:04.384361,UKIP/Labour,,12424903,5.0,2.38,1.99,1000.0,,,12.8975,146.95203488372096,42.451570351758804,2.345,,
2017-01-27T11:03:04.384361,Any Other,,1167491,2.6,2.38,1.99,900.0,970.0,1000.0,23.450000000000003,146.95203488372096,48.31407035175881,16.415000000000003,11.725000000000001,4.69
2017-01-27T23:03:04.146560,Conservatives/UKIP,2.02,12424909,2.22,2.1,1.8,3.1,20.0,,64.5205,58.655,23.462,16.4234,11.731,
2017-01-27T23:03:04.146560,Labour/UKIP,,9240571,3.5,3.0,1.98,1000.0,,,62.1743,11.731,25.525689268926893,2.3462,,
2017-01-27T23:03:04.146560,UKIP/UKIP,,12424908,8.2,3.0,1.94,100.0,,,25.808199999999996,21.1158,25.953325773195875,2.3462,,
2017-01-27T23:03:04.146560,Conservatives/Labour,,12424902,2.2,1.62,1.61,9.0,20.0,,23.462,37.292993827160494,16.066369565217393,61.00120000000001,3.5193,
2017-01-27T23:03:04.146560,Labour/Labour,3.0,12424901,3.8,3.7,2.82,1000.0,,,35.193,19.942700000000002,16.4234,10.5579,,
2017-01-27T23:03:04.146560,UKIP/Labour,,12424903,9.2,5.0,1.94,100.0,,,38.7123,12.904099999999998,25.953325773195875,2.3462,,
2017-01-27T23:03:04.146560,Any Other,,1167491,3.8,3.7,1.97,900.0,1000.0,,51.61639999999999,23.462,15.39321573604061,11.731,2.3462,
