date,date_bet,bet_delay,bsp_reconciled,complete,inplay,number_of_winners,number_of_runners,number_of_active_runners,last_match_time,total_matched,total_available,cross_matching,runners_voidable,version,status
2017-01-19T23:05:57.684093,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-20T11:03:40.050890,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-20T23:03:42.365239,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-21T11:03:39.196364,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-21T23:03:44.552467,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-22T11:03:38.165740,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-22T23:03:43.899355,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-23T11:03:38.361615,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-23T23:03:43.821227,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-24T11:03:38.233132,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-24T23:03:43.638484,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-25T11:03:38.968984,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-25T23:03:43.284327,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-26T11:03:46.070250,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-26T23:03:45.361195,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-27T11:03:41.324841,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-27T23:03:44.535171,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-28T11:03:39.640202,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-28T23:03:45.070953,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-29T11:03:40.860398,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-29T23:03:45.430263,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-30T11:03:39.405006,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-30T23:03:48.593335,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-31T11:03:39.584130,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-01-31T23:03:46.281073,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-02-01T11:03:44.287453,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-02-01T23:03:44.829565,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-02-02T11:03:38.526877,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-02-02T23:03:44.511325,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-02-03T11:03:42.694083,2017-03-04T01:30:00.000Z,0,False,False,False,1,2,2,,0.0,0.0,False,False,1536708089,OPEN
2017-02-03T23:03:44.805385,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-04T11:03:38.225691,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-04T23:03:44.449765,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-05T11:03:40.037608,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-05T23:03:43.411746,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-06T11:03:38.452159,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-06T23:03:53.418720,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-07T11:03:39.592168,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-07T23:03:46.221569,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-08T11:03:37.369872,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-08T23:03:46.092859,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-09T11:03:47.776553,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-09T23:03:51.224288,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-10T11:03:39.526646,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-10T23:03:48.180787,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-11T11:03:39.549056,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-11T23:03:45.339664,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-12T11:03:37.559170,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-12T23:03:46.128207,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-13T11:03:38.758220,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-13T23:03:48.239346,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-14T11:03:41.565260,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-15T23:38:24.805896,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-16T11:06:08.421677,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-16T23:06:08.667395,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-17T23:06:09.798130,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-18T11:06:09.000675,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-18T23:06:12.717393,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-19T11:06:08.990879,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-20T11:36:37.480838,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.0,False,False,1548100943,OPEN
2017-02-21T23:17:55.691194,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.011843,False,False,1548100943,OPEN
2017-02-22T11:26:51.548637,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.011859999999999999,False,False,1548100943,OPEN
2017-02-22T23:06:11.473100,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.011800999999999999,False,False,1548100943,OPEN
2017-02-23T10:47:34.789928,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.011829000000000001,False,False,1548100943,OPEN
2017-02-23T13:33:10.136998,2017-03-04T01:30:00.000Z,1,False,False,True,1,2,2,,0.0,0.011822,False,False,1548100943,OPEN
