date,date_bet,bet_delay,bsp_reconciled,complete,inplay,number_of_winners,number_of_runners,number_of_active_runners,last_match_time,total_matched,total_available,cross_matching,runners_voidable,version,status
2017-04-21T22:03:50.756257,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,0.0,False,False,1625329414,OPEN
2017-04-22T10:03:53.150173,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,0.0,False,False,1625329414,OPEN
2017-04-22T22:03:47.028314,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,0.0,False,False,1625329414,OPEN
2017-04-23T10:03:46.545372,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,0.0,False,False,1625329414,OPEN
2017-04-23T22:03:59.245180,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,0.0,False,False,1625329414,OPEN
2017-04-24T10:03:56.801902,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,0.0,False,False,1625329414,OPEN
2017-04-24T22:03:55.339546,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,0.0,False,False,1629144976,OPEN
2017-04-25T10:03:55.736476,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,0.0,False,False,1629144976,OPEN
2017-04-25T22:03:54.122567,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,3.5235000000000003,False,False,1629144976,OPEN
2017-04-26T10:03:56.114512,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,3.5304,False,False,1629144976,OPEN
2017-04-26T22:03:55.161674,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,3.5334,False,False,1629144976,OPEN
2017-04-27T10:03:17.041531,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,3.5523,False,False,1631358200,OPEN
2017-04-27T22:03:19.407247,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,506.1298151101429,True,False,1631358200,OPEN
2017-04-28T10:03:18.996764,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,585.8501178208528,True,False,1631358200,OPEN
2017-04-28T22:03:19.091969,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,597.5271659214434,True,False,1632034479,OPEN
2017-04-29T10:03:22.861033,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,597.5271659214434,True,False,1632034479,OPEN
2017-04-29T22:03:17.310055,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,539.3018371307012,True,False,1634054220,OPEN
2017-04-30T10:03:16.975934,2017-06-08T06:00:00.000Z,0,False,True,False,1,5,5,,0.0,541.7169615386376,True,False,1634054220,OPEN
2017-04-30T22:03:17.580286,2017-06-08T06:00:00.000Z,0,False,False,False,1,5,5,,0.0,541.0334357628066,True,False,1635992039,OPEN
2017-05-01T10:03:17.448197,2017-06-08T06:00:00.000Z,0,False,False,False,1,5,5,,0.0,474.2790071292106,True,False,1635992039,OPEN
2017-05-01T22:03:17.674610,2017-06-08T06:00:00.000Z,0,False,False,False,1,5,5,,0.0,472.6154932922666,True,False,1635992039,OPEN
2017-05-02T10:03:16.593989,2017-06-08T06:00:00.000Z,0,False,False,False,1,5,5,,0.0,472.5850356283123,True,False,1635992039,OPEN
2017-05-02T22:03:17.290488,2017-06-08T06:00:00.000Z,0,False,False,False,1,5,5,2017-05-02T20:19:27.673Z,47.352,512.6261136443017,True,False,1635992039,OPEN
2017-05-03T10:03:17.438984,2017-06-08T06:00:00.000Z,0,False,False,False,1,5,5,2017-05-02T20:19:27.673Z,47.344,512.4566394865133,True,False,1635992039,OPEN
2017-05-03T22:03:17.699608,2017-06-08T06:03:00.000Z,0,False,False,False,1,5,5,2017-05-02T20:19:27.673Z,47.288,511.83693833766944,True,False,1638694301,OPEN
2017-05-04T10:03:17.288782,2017-06-08T06:00:54.000Z,0,False,False,False,1,5,5,2017-05-03T23:54:09.000Z,94.384,470.0422531034619,True,False,1638964473,OPEN
2017-05-04T22:03:19.988791,2017-06-08T06:00:54.000Z,0,False,False,False,1,5,5,2017-05-03T23:54:09.000Z,94.144,171.34383158005872,True,False,1638964473,OPEN
2017-05-05T10:03:20.256459,2017-06-08T06:00:54.000Z,0,False,False,False,1,5,5,2017-05-03T23:54:09.000Z,94.416,433.7756815293544,True,False,1638964473,OPEN
2017-05-05T22:03:21.336152,2017-06-08T06:00:54.000Z,0,False,False,False,1,5,5,2017-05-03T23:54:09.000Z,94.43199999999999,446.0930322740794,True,False,1638964473,OPEN
2017-05-06T10:03:20.460688,2017-06-08T06:00:54.000Z,0,False,False,False,1,5,5,2017-05-03T23:54:09.000Z,94.43199999999999,446.0921253371125,True,False,1638964473,OPEN
2017-05-06T22:03:17.482392,2017-06-08T06:00:54.000Z,0,False,False,False,1,5,5,2017-05-03T23:54:09.000Z,94.43199999999999,446.0921253371125,True,False,1638964473,OPEN
2017-05-07T10:03:17.100468,2017-06-08T06:00:54.000Z,0,False,False,False,1,5,5,2017-05-03T23:54:09.000Z,94.43199999999999,446.0921253371125,True,False,1638964473,OPEN
2017-05-07T22:03:16.748975,2017-06-08T06:00:54.000Z,0,False,False,False,1,5,5,2017-05-03T23:54:09.000Z,94.31200000000001,445.5226882163925,True,False,1638964473,OPEN
