date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-01-04T03:28:57.161020,Milos Zeman,2.82,12112877,2.38,2.3,,,,,40.88049999999999,73.33959999999999,,,,
2017-01-04T03:28:57.161020,Michal Horacek,7.0,12112878,3.8,,,,,,2.0,,,,,
2017-01-04T03:28:57.161020,Jan Svejnar,100.0,12112879,4.0,,,,,,2.0,,,,,
2017-01-04T03:28:57.161020,Jiri Pospisil,100.0,12112881,4.0,,,,,,2.0,,,,,
2017-01-04T03:28:57.161020,Pavel Rychetsky,100.0,12112882,1.98,1.91,,,,,15.315557741131265,16.4654,,,,
2017-01-04T03:28:57.161020,Martin Stropnicky,24.0,12112884,1.98,1.91,,,,,15.315557741131265,16.4654,,,,
2017-01-04T03:28:57.161020,Vaclav Klaus St.,,12113399,10.0,,,,,,2.0,,,,,
2017-01-04T03:28:57.161020,Daniel Herman,,12113644,20.0,,,,,,2.0,,,,,
2017-01-04T03:28:57.161020,Zdenek Skromach,,12113642,1.93,,,,,,13.495119247043755,,,,,
2017-01-04T03:28:57.161020,Petr Pavel,,12113643,1.93,,,,,,13.495119247043755,,,,,
2017-01-04T03:28:57.161020,Karel Schwarzenberg ,,12113646,10.0,,,,,,2.0,,,,,
2017-01-04T03:28:57.161020,Tomas Halik,,12112880,10.0,,,,,,2.0,,,,,
2017-01-04T03:28:57.161020,Vladimir Dlouhy,100.0,12113647,10.0,,,,,,2.0,,,,,
2017-01-04T03:28:57.161020,Zuzana Roithova,,12113648,10.0,,,,,,18.232699999999998,,,,,
2017-01-04T03:28:57.161020,Jiri Dienstbier,50.0,12113649,,,,,,,,,,,,
2017-01-04T03:28:57.161020,Jana Bobosikova,,12113650,20.0,,,,,,13.5283,,,,,
2017-01-04T03:28:57.161020,Tomio Okamura,,12113641,2.86,,,,,,20.584899999999998,,,,,
2017-01-04T03:28:57.161020,Jan Fischer,,12113651,10.0,,,,,,2.0,,,,,
2017-01-04T03:28:57.161020,Tatana Fischerova,,12113652,20.0,,,,,,2.0,,,,,
2017-01-04T03:28:57.161020,Vladimir Spidla,,12113645,1.93,,,,,,13.495119247043755,,,,,
2017-01-04T03:28:57.161020,Vladimir Franz,,12113653,1.93,,,,,,13.495119247043755,,,,,
2017-01-04T03:28:57.161020,Bohuslav Sobotka,,12113654,10.0,,,,,,2.0,,,,,
2017-01-04T03:28:57.161020,Miroslav Kalousek,380.0,12113655,20.0,,,,,,2.0,,,,,
2017-01-04T03:28:57.161020,Jan Kalvoda,100.0,12117856,,,,,,,,,,,,
2017-01-04T03:28:57.161020,Petr Pithart,,12117858,50.0,,,,,,2.0,,,,,
