date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-04-28T10:08:06.090926,Conservative,,1111885,,,,,,,,,,,,
2017-04-28T10:08:06.090926,Labour,,1111884,,,,,,,,,,,,
2017-04-28T10:08:06.090926,UKIP,,3614201,,,,,,,,,,,,
2017-04-28T10:08:06.090926,Green,,2938887,,,,,,,,,,,,
2017-04-28T10:08:06.090926,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-04-28T22:08:11.820568,Conservative,,1111885,,,,,,,,,,,,
2017-04-28T22:08:11.820568,Labour,,1111884,29.0,,,,,,11.88,,,,,
2017-04-28T22:08:11.820568,UKIP,,3614201,44.0,,,,,,11.88,,,,,
2017-04-28T22:08:11.820568,Green,,2938887,100.0,,,,,,11.88,,,,,
2017-04-28T22:08:11.820568,Liberal Democrat,,2938886,44.0,,,,,,11.88,,,,,
2017-04-29T10:08:24.079780,Conservative,,1111885,,,,,,,,,,,,
2017-04-29T10:08:24.079780,Labour,,1111884,29.0,,,,,,11.88,,,,,
2017-04-29T10:08:24.079780,UKIP,,3614201,44.0,,,,,,11.88,,,,,
2017-04-29T10:08:24.079780,Green,,2938887,100.0,,,,,,11.88,,,,,
2017-04-29T10:08:24.079780,Liberal Democrat,,2938886,44.0,,,,,,11.88,,,,,
2017-04-29T22:08:08.155948,Conservative,,1111885,,,,,,,,,,,,
2017-04-29T22:08:08.155948,Labour,,1111884,30.0,,,,,,11.84,,,,,
2017-04-29T22:08:08.155948,UKIP,,3614201,46.0,,,,,,11.84,,,,,
2017-04-29T22:08:08.155948,Green,,2938887,100.0,,,,,,11.84,,,,,
2017-04-29T22:08:08.155948,Liberal Democrat,,2938886,46.0,,,,,,11.84,,,,,
2017-04-30T10:08:17.136113,Conservative,,1111885,,,,,,,,,,,,
2017-04-30T10:08:17.136113,Labour,,1111884,30.0,,,,,,11.89,,,,,
2017-04-30T10:08:17.136113,UKIP,,3614201,46.0,,,,,,11.89,,,,,
2017-04-30T10:08:17.136113,Green,,2938887,100.0,,,,,,11.89,,,,,
2017-04-30T10:08:17.136113,Liberal Democrat,,2938886,46.0,,,,,,11.89,,,,,
2017-04-30T22:08:07.752060,Conservative,,1111885,,,,,,,,,,,,
2017-04-30T22:08:07.752060,Labour,,1111884,30.0,,,,,,11.87,,,,,
2017-04-30T22:08:07.752060,UKIP,,3614201,46.0,,,,,,11.87,,,,,
2017-04-30T22:08:07.752060,Green,,2938887,100.0,,,,,,11.87,,,,,
2017-04-30T22:08:07.752060,Liberal Democrat,,2938886,46.0,,,,,,11.87,,,,,
2017-05-01T10:08:15.624485,Conservative,,1111885,,,,,,,,,,,,
2017-05-01T10:08:15.624485,Labour,,1111884,30.0,,,,,,11.87,,,,,
2017-05-01T10:08:15.624485,UKIP,,3614201,46.0,,,,,,11.87,,,,,
2017-05-01T10:08:15.624485,Green,,2938887,100.0,,,,,,11.87,,,,,
2017-05-01T10:08:15.624485,Liberal Democrat,,2938886,46.0,,,,,,11.87,,,,,
2017-05-01T22:08:23.692576,Conservative,,1111885,,,,,,,,,,,,
2017-05-01T22:08:23.692576,Labour,,1111884,30.0,,,,,,11.82,,,,,
2017-05-01T22:08:23.692576,UKIP,,3614201,46.0,,,,,,11.82,,,,,
2017-05-01T22:08:23.692576,Green,,2938887,100.0,,,,,,11.82,,,,,
2017-05-01T22:08:23.692576,Liberal Democrat,,2938886,46.0,,,,,,11.82,,,,,
2017-05-02T10:08:07.644121,Conservative,,1111885,,,,,,,,,,,,
2017-05-02T10:08:07.644121,Labour,,1111884,30.0,,,,,,11.82,,,,,
2017-05-02T10:08:07.644121,UKIP,,3614201,46.0,,,,,,11.82,,,,,
2017-05-02T10:08:07.644121,Green,,2938887,100.0,,,,,,11.82,,,,,
2017-05-02T10:08:07.644121,Liberal Democrat,,2938886,46.0,,,,,,11.82,,,,,
2017-05-02T22:08:08.643795,Conservative,,1111885,,,,,,,,,,,,
2017-05-02T22:08:08.643795,Labour,,1111884,30.0,,,,,,11.84,,,,,
2017-05-02T22:08:08.643795,UKIP,,3614201,46.0,,,,,,11.84,,,,,
2017-05-02T22:08:08.643795,Green,,2938887,100.0,,,,,,11.84,,,,,
2017-05-02T22:08:08.643795,Liberal Democrat,,2938886,46.0,,,,,,11.84,,,,,
2017-05-03T10:08:15.456046,Conservative,,1111885,,,,,,,,,,,,
2017-05-03T10:08:15.456046,Labour,,1111884,30.0,,,,,,11.84,,,,,
2017-05-03T10:08:15.456046,UKIP,,3614201,46.0,,,,,,11.84,,,,,
2017-05-03T10:08:15.456046,Green,,2938887,100.0,,,,,,11.84,,,,,
2017-05-03T10:08:15.456046,Liberal Democrat,,2938886,46.0,,,,,,11.84,,,,,
2017-05-03T22:10:46.580698,Conservative,,1111885,,,,,,,,,,,,
2017-05-03T22:10:46.580698,Labour,,1111884,30.0,,,,,,11.82,,,,,
2017-05-03T22:10:46.580698,UKIP,,3614201,46.0,,,,,,11.82,,,,,
2017-05-03T22:10:46.580698,Green,,2938887,100.0,,,,,,11.82,,,,,
2017-05-03T22:10:46.580698,Liberal Democrat,,2938886,46.0,,,,,,11.82,,,,,
2017-05-04T10:08:17.483757,Conservative,,1111885,,,,,,,,,,,,
2017-05-04T10:08:17.483757,Labour,,1111884,30.0,,,,,,11.8,,,,,
2017-05-04T10:08:17.483757,UKIP,,3614201,46.0,,,,,,11.8,,,,,
2017-05-04T10:08:17.483757,Green,,2938887,100.0,,,,,,11.8,,,,,
2017-05-04T10:08:17.483757,Liberal Democrat,,2938886,46.0,,,,,,11.8,,,,,
2017-05-04T22:08:51.925430,Conservative,,1111885,,,,,,,,,,,,
2017-05-04T22:08:51.925430,Labour,,1111884,,,,,,,,,,,,
2017-05-04T22:08:51.925430,UKIP,,3614201,,,,,,,,,,,,
2017-05-04T22:08:51.925430,Green,,2938887,,,,,,,,,,,,
2017-05-04T22:08:51.925430,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-05-05T10:08:22.404291,Conservative,,1111885,,,,,,,,,,,,
2017-05-05T10:08:22.404291,Labour,,1111884,30.0,,,,,,11.8,,,,,
2017-05-05T10:08:22.404291,UKIP,,3614201,46.0,,,,,,11.8,,,,,
2017-05-05T10:08:22.404291,Green,,2938887,100.0,,,,,,11.8,,,,,
2017-05-05T10:08:22.404291,Liberal Democrat,,2938886,46.0,,,,,,11.8,,,,,
2017-05-05T22:08:19.042948,Conservative,,1111885,,,,,,,,,,,,
2017-05-05T22:08:19.042948,Labour,,1111884,30.0,,,,,,11.8,,,,,
2017-05-05T22:08:19.042948,UKIP,,3614201,46.0,,,,,,11.8,,,,,
2017-05-05T22:08:19.042948,Green,,2938887,100.0,,,,,,11.8,,,,,
2017-05-05T22:08:19.042948,Liberal Democrat,,2938886,46.0,,,,,,11.8,,,,,
2017-05-06T10:08:17.507919,Conservative,,1111885,,,,,,,,,,,,
2017-05-06T10:08:17.507919,Labour,,1111884,30.0,,,,,,11.8,,,,,
2017-05-06T10:08:17.507919,UKIP,,3614201,46.0,,,,,,11.8,,,,,
2017-05-06T10:08:17.507919,Green,,2938887,100.0,,,,,,11.8,,,,,
2017-05-06T10:08:17.507919,Liberal Democrat,,2938886,46.0,,,,,,11.8,,,,,
2017-05-06T22:08:26.952688,Conservative,,1111885,,,,,,,,,,,,
2017-05-06T22:08:26.952688,Labour,,1111884,30.0,,,,,,11.8,,,,,
2017-05-06T22:08:26.952688,UKIP,,3614201,46.0,,,,,,11.8,,,,,
2017-05-06T22:08:26.952688,Green,,2938887,100.0,,,,,,11.8,,,,,
2017-05-06T22:08:26.952688,Liberal Democrat,,2938886,46.0,,,,,,11.8,,,,,
2017-05-07T10:08:30.300511,Conservative,,1111885,,,,,,,,,,,,
2017-05-07T10:08:30.300511,Labour,,1111884,30.0,,,,,,11.8,,,,,
2017-05-07T10:08:30.300511,UKIP,,3614201,46.0,,,,,,11.8,,,,,
2017-05-07T10:08:30.300511,Green,,2938887,100.0,,,,,,11.8,,,,,
2017-05-07T10:08:30.300511,Liberal Democrat,,2938886,46.0,,,,,,11.8,,,,,
2017-05-07T22:10:36.924435,Conservative,,1111885,,,,,,,,,,,,
2017-05-07T22:10:36.924435,Labour,,1111884,30.0,,,,,,11.79,,,,,
2017-05-07T22:10:36.924435,UKIP,,3614201,46.0,,,,,,11.79,,,,,
2017-05-07T22:10:36.924435,Green,,2938887,100.0,,,,,,11.79,,,,,
2017-05-07T22:10:36.924435,Liberal Democrat,,2938886,46.0,,,,,,11.79,,,,,
2017-05-08T10:08:19.418061,Conservative,,1111885,,,,,,,,,,,,
2017-05-08T10:08:19.418061,Labour,,1111884,30.0,,,,,,11.86,,,,,
2017-05-08T10:08:19.418061,UKIP,,3614201,46.0,,,,,,11.86,,,,,
2017-05-08T10:08:19.418061,Green,,2938887,100.0,,,,,,11.86,,,,,
2017-05-08T10:08:19.418061,Liberal Democrat,,2938886,46.0,,,,,,11.86,,,,,
2017-05-08T22:08:18.578054,Conservative,,1111885,,,,,,,,,,,,
2017-05-08T22:08:18.578054,Labour,,1111884,30.0,,,,,,11.85,,,,,
2017-05-08T22:08:18.578054,UKIP,,3614201,46.0,,,,,,11.85,,,,,
2017-05-08T22:08:18.578054,Green,,2938887,100.0,,,,,,11.85,,,,,
2017-05-08T22:08:18.578054,Liberal Democrat,,2938886,46.0,,,,,,11.85,,,,,
2017-05-09T10:08:23.100493,Conservative,,1111885,,,,,,,,,,,,
2017-05-09T10:08:23.100493,Labour,,1111884,30.0,,,,,,11.85,,,,,
2017-05-09T10:08:23.100493,UKIP,,3614201,46.0,,,,,,11.85,,,,,
2017-05-09T10:08:23.100493,Green,,2938887,100.0,,,,,,11.85,,,,,
2017-05-09T10:08:23.100493,Liberal Democrat,,2938886,46.0,,,,,,11.85,,,,,
2017-05-09T22:08:17.138783,Conservative,,1111885,,,,,,,,,,,,
2017-05-09T22:08:17.138783,Labour,,1111884,30.0,,,,,,11.9,,,,,
2017-05-09T22:08:17.138783,UKIP,,3614201,46.0,,,,,,11.9,,,,,
2017-05-09T22:08:17.138783,Green,,2938887,100.0,,,,,,11.9,,,,,
2017-05-09T22:08:17.138783,Liberal Democrat,,2938886,46.0,,,,,,11.9,,,,,
2017-05-10T10:08:36.048815,Conservative,,1111885,,,,,,,,,,,,
2017-05-10T10:08:36.048815,Labour,,1111884,30.0,,,,,,11.92,,,,,
2017-05-10T10:08:36.048815,UKIP,,3614201,46.0,,,,,,11.92,,,,,
2017-05-10T10:08:36.048815,Green,,2938887,100.0,,,,,,11.92,,,,,
2017-05-10T10:08:36.048815,Liberal Democrat,,2938886,46.0,,,,,,11.92,,,,,
2017-05-10T22:08:43.788531,Conservative,,1111885,,,,,,,,,,,,
2017-05-10T22:08:43.788531,Labour,,1111884,30.0,,,,,,11.9,,,,,
2017-05-10T22:08:43.788531,UKIP,,3614201,46.0,,,,,,11.9,,,,,
2017-05-10T22:08:43.788531,Green,,2938887,100.0,,,,,,11.9,,,,,
2017-05-10T22:08:43.788531,Liberal Democrat,,2938886,46.0,,,,,,11.9,,,,,
2017-05-11T10:08:25.772704,Conservative,,1111885,,,,,,,,,,,,
2017-05-11T10:08:25.772704,Labour,,1111884,30.0,,,,,,11.89,,,,,
2017-05-11T10:08:25.772704,UKIP,,3614201,46.0,,,,,,11.89,,,,,
2017-05-11T10:08:25.772704,Green,,2938887,100.0,,,,,,11.89,,,,,
2017-05-11T10:08:25.772704,Liberal Democrat,,2938886,46.0,,,,,,11.89,,,,,
2017-05-11T22:10:31.644470,Conservative,,1111885,,,,,,,,,,,,
2017-05-11T22:10:31.644470,Labour,,1111884,30.0,,,,,,11.87,,,,,
2017-05-11T22:10:31.644470,UKIP,,3614201,46.0,,,,,,11.87,,,,,
2017-05-11T22:10:31.644470,Green,,2938887,100.0,,,,,,11.87,,,,,
2017-05-11T22:10:31.644470,Liberal Democrat,,2938886,46.0,,,,,,11.87,,,,,
2017-05-12T10:08:28.500523,Conservative,,1111885,,,,,,,,,,,,
2017-05-12T10:08:28.500523,Labour,,1111884,30.0,,,,,,11.83,,,,,
2017-05-12T10:08:28.500523,UKIP,,3614201,46.0,,,,,,11.83,,,,,
2017-05-12T10:08:28.500523,Green,,2938887,100.0,,,,,,11.83,,,,,
2017-05-12T10:08:28.500523,Liberal Democrat,,2938886,46.0,,,,,,11.83,,,,,
2017-05-12T22:08:21.437904,Conservative,,1111885,,,,,,,,,,,,
2017-05-12T22:08:21.437904,Labour,,1111884,30.0,,,,,,11.79,,,,,
2017-05-12T22:08:21.437904,UKIP,,3614201,46.0,,,,,,11.79,,,,,
2017-05-12T22:08:21.437904,Green,,2938887,100.0,,,,,,11.79,,,,,
2017-05-12T22:08:21.437904,Liberal Democrat,,2938886,46.0,,,,,,11.79,,,,,
2017-05-13T10:08:30.060292,Conservative,,1111885,,,,,,,,,,,,
2017-05-13T10:08:30.060292,Labour,,1111884,30.0,,,,,,11.79,,,,,
